Date,IBOV
2009-04-23 00:00:00,45801.0
2009-04-24 00:00:00,46771.0
2009-04-27 00:00:00,45819.0
2009-04-28 00:00:00,45821.0
2009-04-29 00:00:00,47226.0
2009-05-04 00:00:00,50404.0
2009-05-05 00:00:00,50669.0
2009-05-06 00:00:00,51499.0
2009-05-07 00:00:00,50058.0
2009-05-08 00:00:00,51395.0
2009-05-11 00:00:00,50976.0
2009-05-12 00:00:00,50325.0
2009-05-13 00:00:00,48679.0
2009-05-14 00:00:00,49446.0
2009-05-15 00:00:00,49007.0
2009-05-18 00:00:00,51463.0
2009-05-19 00:00:00,51346.0
2009-05-20 00:00:00,51245.0
2009-05-21 00:00:00,50087.0
2009-05-22 00:00:00,50568.0
2009-05-25 00:00:00,50816.0
2009-05-26 00:00:00,51840.0
2009-05-27 00:00:00,51791.0
2009-05-28 00:00:00,53040.0
2009-05-29 00:00:00,53197.0
2009-06-01 00:00:00,54486.0
2009-06-02 00:00:00,53999.0
2009-06-03 00:00:00,52086.0
2009-06-04 00:00:00,53463.0
2009-06-05 00:00:00,53341.0
2009-06-08 00:00:00,53630.0
2009-06-09 00:00:00,53157.0
2009-06-10 00:00:00,53410.0
2009-06-12 00:00:00,53558.0
2009-06-15 00:00:00,52033.0
2009-06-16 00:00:00,51205.0
2009-06-17 00:00:00,51045.0
2009-06-18 00:00:00,50903.0
2009-06-19 00:00:00,51373.0
2009-06-22 00:00:00,49494.0
2009-06-23 00:00:00,49813.0
2009-06-24 00:00:00,49672.0
2009-06-25 00:00:00,51514.0
2009-06-26 00:00:00,51485.0
2009-06-29 00:00:00,52137.0
2009-06-30 00:00:00,51465.0
2009-07-01 00:00:00,51543.0
2009-07-02 00:00:00,51024.0
2009-07-03 00:00:00,50934.0
2009-07-06 00:00:00,50622.0
2009-07-07 00:00:00,49456.0
2009-07-08 00:00:00,49177.0
2009-07-10 00:00:00,49220.0
2009-07-13 00:00:00,49186.0
2009-07-14 00:00:00,48872.0
2009-07-15 00:00:00,51296.0
2009-07-16 00:00:00,51918.0
2009-07-17 00:00:00,52072.0
2009-07-20 00:00:00,53154.0
2009-07-21 00:00:00,53233.0
2009-07-22 00:00:00,53072.0
2009-07-23 00:00:00,54249.0
2009-07-24 00:00:00,54457.0
2009-07-27 00:00:00,54548.0
2009-07-28 00:00:00,54471.0
2009-07-29 00:00:00,53734.0
2009-07-30 00:00:00,54478.0
2009-07-31 00:00:00,54765.0
2009-08-03 00:00:00,55997.0
2009-08-04 00:00:00,56038.0
2009-08-05 00:00:00,56384.0
2009-08-06 00:00:00,55754.0
2009-08-07 00:00:00,56329.0
2009-08-10 00:00:00,56830.0
2009-08-11 00:00:00,55761.0
2009-08-12 00:00:00,56588.0
2009-08-13 00:00:00,57047.0
2009-08-14 00:00:00,56638.0
2009-08-17 00:00:00,55218.0
2009-08-18 00:00:00,55748.0
2009-08-19 00:00:00,56156.0
2009-08-20 00:00:00,56831.0
2009-08-21 00:00:00,57728.0
2009-08-24 00:00:00,57775.0
2009-08-25 00:00:00,57421.0
2009-08-26 00:00:00,57765.0
2009-08-27 00:00:00,57703.0
2009-08-28 00:00:00,57700.0
2009-08-31 00:00:00,56488.0
2009-09-01 00:00:00,55814.0
2009-09-02 00:00:00,55385.0
2009-09-03 00:00:00,55707.0
2009-09-04 00:00:00,56652.0
2009-09-08 00:00:00,57854.0
2009-09-09 00:00:00,57909.0
2009-09-10 00:00:00,58535.0
2009-09-11 00:00:00,58366.0
2009-09-14 00:00:00,58867.0
2009-09-15 00:00:00,59263.0
2009-09-16 00:00:00,60410.0
2009-09-17 00:00:00,60236.0
2009-09-18 00:00:00,60703.0
2009-09-21 00:00:00,60928.0
2009-09-22 00:00:00,61493.0
2009-09-23 00:00:00,60496.0
2009-09-24 00:00:00,60046.0
2009-09-25 00:00:00,60355.0
2009-09-28 00:00:00,61316.0
2009-09-29 00:00:00,61235.0
2009-09-30 00:00:00,61517.0
2009-10-01 00:00:00,60459.0
2009-10-02 00:00:00,61171.0
2009-10-05 00:00:00,62369.0
2009-10-06 00:00:00,62670.0
2009-10-07 00:00:00,62638.0
2009-10-08 00:00:00,63759.0
2009-10-09 00:00:00,64071.0
2009-10-13 00:00:00,64645.0
2009-10-14 00:00:00,66201.0
2009-10-15 00:00:00,66703.0
2009-10-16 00:00:00,66200.0
2009-10-19 00:00:00,67239.0
2009-10-21 00:00:00,65485.0
2009-10-23 00:00:00,65058.0
2009-10-26 00:00:00,65085.0
2009-10-28 00:00:00,60162.0
2009-10-29 00:00:00,63720.0
2009-10-30 00:00:00,61545.0
2009-11-03 00:00:00,62643.0
2009-11-04 00:00:00,63912.0
2009-11-05 00:00:00,64815.0
2009-11-06 00:00:00,64466.0
2009-11-09 00:00:00,66214.0
2009-11-10 00:00:00,66303.0
2009-11-12 00:00:00,64447.0
2009-11-13 00:00:00,65325.0
2009-11-17 00:00:00,67405.0
2009-11-18 00:00:00,66515.0
2009-11-19 00:00:00,66327.0
2009-11-23 00:00:00,66809.0
2009-11-24 00:00:00,67317.0
2009-11-25 00:00:00,67917.0
2009-11-26 00:00:00,66391.0
2009-11-27 00:00:00,67082.0
2009-11-30 00:00:00,67044.0
2009-12-01 00:00:00,68408.0
2009-12-02 00:00:00,68614.0
2009-12-03 00:00:00,68314.0
2009-12-04 00:00:00,67603.0
2009-12-07 00:00:00,68512.0
2009-12-08 00:00:00,67728.0
2009-12-09 00:00:00,68011.0
2009-12-10 00:00:00,68728.0
2009-12-11 00:00:00,69267.0
2009-12-14 00:00:00,69349.0
2009-12-15 00:00:00,69310.0
2009-12-16 00:00:00,68622.0
2009-12-17 00:00:00,67067.0
2009-12-18 00:00:00,66794.0
2009-12-21 00:00:00,65925.0
2009-12-22 00:00:00,67417.0
2009-12-23 00:00:00,67588.0
2009-12-28 00:00:00,67901.0
2009-12-29 00:00:00,68296.0
2009-12-30 00:00:00,68588.0
2010-01-04 00:00:00,70045.0
2010-01-05 00:00:00,70239.0
2010-01-06 00:00:00,70729.0
2010-01-11 00:00:00,70433.0
2010-01-12 00:00:00,70075.0
2010-01-13 00:00:00,70385.0
2010-01-14 00:00:00,69801.0
2010-01-15 00:00:00,68978.0
2010-01-18 00:00:00,69400.0
2010-01-19 00:00:00,69908.0
2010-01-20 00:00:00,68200.0
2010-01-21 00:00:00,66270.0
2010-01-22 00:00:00,66220.0
2010-01-26 00:00:00,65523.0
2010-01-27 00:00:00,65069.0
2010-01-28 00:00:00,65587.0
2010-01-29 00:00:00,65401.0
2010-02-01 00:00:00,66571.0
2010-02-02 00:00:00,67163.0
2010-02-03 00:00:00,67108.0
